Business_Name,User,Rating,Date,Review_Text,Processed_Text,Sentiment_Label,Review_Length
Domino's Pizza Madurai,sukanya seluka,4,2 years ago,"I've always been a fan of domino's pizza. If I think of pizza, the only brand I get into my mind is Domino's. We ordered non veg mania combo pizzas, which includes BBQ pizza, chicken sausage pizza n mom veg loaded pizza, 7up, veg and non veg parcel. Food was awesome as always. Service was also good. Only thing is the restroom was not maintained at all! There was a foul smell which was very disappointing. Otherwise the place is good to hang out with friends n family. It is also suitable for babies.",ive always been fan dominos pizza if i think pizza only brand i get into my mind dominos we ordered non veg mania combo pizzas which includes bbq pizza chicken sausage pizza n mom veg loaded pizza up veg non veg parcel food awesome as always service also good only thing restroom not maintained all there foul smell which very disappointing otherwise place good hang out friends n family also suitable babies,Positive,72
Domino's Pizza Madurai,Ghuru Prasath,1,7 months ago,"Very worst food received late after 2hours from ordered Time  ,wrong one ,cold one unhygienic with hair particle in taco ,taco was not filled very very worst  ,choco lava is not hot very cold",very worst food received late after hours from ordered time wrong one cold one unhygienic hair particle taco taco not filled very very worst choco lava not hot very cold,Negative,30
Domino's Pizza Madurai,Rino Angusamy,1,3 months ago,"Today vistied bybass branch  and Very disappointed with the store condition. The place was not clean at all. Tables were messy, the floor had trash and stains, and overall hygiene was poorly maintained. For a brand like Domino’s, this level of cleanliness is unacceptable. Please maintain basic hygiene standards for customers.",today vistied bybass branch very disappointed store condition place not clean all tables were messy floor had trash stains overall hygiene poorly maintained brand like dominos level cleanliness unacceptable please maintain basic hygiene standards customers,Negative,35
Domino's Pizza Madurai,Stanley Alwin,1,a year ago,"Simply waste, when you call the store they won’t pick or the number won’t be existing, they deliver pizza which is fallen down and fully spoiled they deliver pizza after 2hrs also asking payment for it. This is Ridiculous that dominos people behave like this.",simply waste when you call store they wont pick number wont be existing they deliver pizza which fallen down fully spoiled they deliver pizza after hrs also asking payment ridiculous dominos people behave like,Negative,34
Domino's Pizza Madurai,Yours Digitall,3,Edited 2 years ago,"I have been here long back at that time service was much better now it has gone down a bit since they are very busy cleaning of the place isn't happening that's not acceptable usually we place orders only this time tried dining in not so pleasant experience because of the atmosphere being not so clean and service could be better. Taste of food is good as usual. We tried indi Paneer pizza, chicken 5 feast pizza, taco veg, veg burger pizza, red Velvet lava cake, Butterscotch mousse, b natural orange drink. For indi Paneer pizza we went with thin crust it didn't satisfy our tummy so better to avoid thin crust I would suggest taste of pizza is good, chicken 5 feast pizza taste was good we tried cheese burst crust it had too too too much of cheese, taco veg, Butterscotch mousse, red Velvet Cake was good no complaints, veg burger pizza not so good it had only tomato in it nothing else.",i have been here long back time service much better now has gone down bit since they very busy cleaning place isnt happening thats not acceptable usually we place orders only time tried dining not so pleasant experience because atmosphere being not so clean service could be better taste food good as usual we tried indi paneer pizza chicken feast pizza taco veg veg burger pizza red velvet lava cake butterscotch mousse b natural orange drink indi paneer pizza we went thin crust didnt satisfy our tummy so better avoid thin crust i would suggest taste pizza good chicken feast pizza taste good we tried cheese burst crust had too too too much cheese taco veg butterscotch mousse red velvet cake good no complaints veg burger pizza not so good had only tomato nothing else,Neutral,135
Domino's Pizza Madurai,Swami Viji,1,3 months ago,"Poor delivery service .it took 2 hrs since order to delivery time.....The highlight part is you will not be able to reach someone for complaint since no shop contact no and a IVR based Domino's customer care were you will be wasting your time with press 1 ...press 4...press 2.    At the end you need to wait for 2 hrs for your food not a single person to hear your concern...This is not the first time its happening.......Would appreciate with a small response on the lead time so that will plan our order giving time accordingly.

To the Shop Owner - Sam walton once said  "" There is only one boss-the customer. And he can fire everybody in the company from the chairman on down, simply by spending his money somewhere else "" .",poor delivery service took hrs since order delivery timethe highlight part you will not be able reach someone complaint since no shop contact no ivr based dominos customer care were you will be wasting your time press press press end you need wait hrs your food not single person hear your concernthis not first time its happeningwould appreciate small response lead time so will plan our order giving time accordingly shop owner sam walton once said there only one bossthe customer he can fire everybody company from chairman down simply by spending his money somewhere else,Negative,96
Domino's Pizza Madurai,Abi Ammu,4,a year ago,Recently ordered from here through dominos app.. worth the price and was very filling for 3 people.. I personally liked the pizzas.. But the garlic bread was very dry and chicken parcel too was not that upto the mark.. could have been better in taste.. Go for it Guys for pizzas alone,recently ordered from here through dominos app worth price very filling people i personally liked pizzas but garlic bread very dry chicken parcel too not upto mark could have been better taste go guys pizzas alone,Positive,36
Domino's Pizza Madurai,Sara,3,2 months ago,"Got 2 BBQ chicken pizza. They didn't give any oregano or chilli flakes. As it was take out, came home and realized they didn't give the seasonings.",got bbq chicken pizza they didnt give any oregano chilli flakes as take out came home realized they didnt give seasonings,Neutral,21
Domino's Pizza Madurai,Jeff,1,7 months ago,"I didn't receive my Online order
Worst customer service ever , if its over crowd they will accept the order and make us wait They wont cancel it and wont respond . No way to contact the restaurant. They could have decline the order if its overcrowd ,but they will accept it and will make us wait for more hours. Till i haven't received my order.I placed my order on oct 21 night 9pm , today is oct 22 afternoon 12pm till no response no refund. I will definitely file a complaint",i didnt receive my online order worst customer service ever if its over crowd they will accept order make us wait they wont cancel wont respond no way contact restaurant they could have decline order if its overcrowd but they will accept will make us wait more hours till i havent received my orderi placed my order oct night pm today oct afternoon pm till no response no refund i will definitely file complaint,Negative,74
Domino's Pizza Madurai,Subin Thankachan,1,6 months ago,"I had opted for delivery in train and I placed the order around 8pm. My train reached Madurai around 10.30. I got my order also but it was completely cold as if the order was prepared at 8pm itself. Not even warm also. It was probably kept in room temperature for more than an hour. The pizza crust was white and uncooked and had a rubbery texture. The toppings too were bare minimum. Majority of the time when I travel via train I order from Dominos and all my previous orders were at least warm if not hot. This was my worst experience. Never order from this outlet. In app also if I want to give a feedback, the app chatbot says no recent order found. Help section in Dominos app is completely waste.",i had opted delivery train i placed order around pm my train reached madurai around i got my order also but completely cold as if order prepared pm itself not even warm also probably kept room temperature more than hour pizza crust white uncooked had rubbery texture toppings too were bare minimum majority time when i travel via train i order from dominos all my previous orders were least warm if not hot my worst experience never order from outlet app also if i want give feedback app chatbot says no recent order found help section dominos app completely waste,Negative,100
Domino's Pizza Madurai,Rashmi Vohra,1,7 months ago,The washroom was so dirty. Dominos must understand that customer will go for hands wash after having food and hand wash facility must be good but instead the washroom was full of garbage and trash and foul smell. I wish such a big chain could provide an employment to one washroom cleaner.,washroom so dirty dominos must understand customer will go hands wash after having food hand wash facility must be good but instead washroom full garbage trash foul smell i wish such big chain could provide employment one washroom cleaner,Negative,39
Domino's Pizza Madurai,KALADHARAN S,1,11 months ago,"I was ordered zomato on Dominos pizza Mini Garlic Cheesiken Rice, Mini Hot & Fiery Cheesiken Rice very low quantity & Not good quality food 😡through to Garbage 🗑️ Don't buy & Don't try",i ordered zomato dominos pizza mini garlic cheesiken rice mini hot fiery cheesiken rice very low quantity not good quality food through garbage dont buy dont try,Negative,27
Domino's Pizza Madurai,Senthil Anandh,4,a year ago,"We visited the Dominos Pizza, Ponmeni Branch in Madurai on a Sunday evening and the restaurant was fully crowded. We actually planned for dine in but due to the crowd we opted for take away.

Dominos pizza has always been a perfect choice for satisfying pizza cravings. They have a wide range of both non vegetarian and vegetarian pizzas. They offer many innovative toppings too.

They have high chairs for kids. This restaurant can handle 30 to 40 customers at a time. Due to small dining area, the atmosphere was much noisy. The space could have been a little bit larger.

We have to park our vehicles on road side. They also offer online ordering with tracking facility.

A reliable place for delicious pizza.",we visited dominos pizza ponmeni branch madurai sunday evening restaurant fully crowded we actually planned dine but due crowd we opted take away dominos pizza has always been perfect choice satisfying pizza cravings they have wide range both non vegetarian vegetarian pizzas they offer many innovative toppings too they have high chairs kids restaurant can handle customers time due small dining area atmosphere much noisy space could have been little bit larger we have park our vehicles road side they also offer online ordering tracking facility reliable place delicious pizza,Positive,90
Domino's Pizza Madurai,Nagarajan M,1,4 months ago,"Worst Experience today with this shop, Food ordered by 11.32am and same delivered by 1.21 almost delivered after 2hr approx.. No response from shop side no right info about delivery and food was delivered as chill. Delivery person promised to deliver within 5mins but delivered after 40mins..

Worst Experienced…",worst experience today shop food ordered by am same delivered by almost delivered after hr approx no response from shop side no right info about delivery food delivered as chill delivery person promised deliver within mins but delivered after mins worst experienced,Negative,42
Domino's Pizza Madurai,Sudharshan Shiva,1,7 months ago,Very poor service from domino’s - worst billing person ever- i went to the shop yesterday and i ordered a pizza and garlic bread and the person from billing point advised me to wait there is some issue in generating QR code for payment so no issues we will take yourrr order for now u may wait for 20 mins after 20 mins i went to ask him he responds vigorously that i said wait for 20 mins dont u even wait for that time - i replied to him i just want to know that whether my order is taken or not he said its taken u wait for another 5 mins we will call you again i waited for 30 mins i came by 9 -at that time its 10-10 - then i asked him wheres my order sorry sir its not billed yet now ill take ur order it wil take another 15 mins. Is this how u treat your customer. I simply asked him to cancel the order and left from there without having anything at that time 10-20 pm . Yesterday i faced this issue and the worst person replied with an atitude not even aplogized . Worst experience from domino’s and for your information i went there to have dinner wid my family,very poor service from dominos worst billing person ever i went shop yesterday i ordered pizza garlic bread person from billing point advised me wait there some issue generating qr code payment so no issues we will take yourrr order now u may wait mins after mins i went ask him he responds vigorously i said wait mins dont u even wait time i replied him i just want know whether my order taken not he said its taken u wait another mins we will call you again i waited mins i came by time its then i asked him wheres my order sorry sir its not billed yet now ill take ur order wil take another mins how u treat your customer i simply asked him cancel order left from there without having anything time pm yesterday i faced issue worst person replied atitude not even aplogized worst experience from dominos your information i went there have dinner wid my family,Negative,162
Domino's Pizza Madurai,Praveen Kumar,1,7 months ago,"My experience with this Domino's location was extremely poor, both in terms of service and food quality.
I placed an order through the app, but the order status was not updated for over an hour. Despite repeatedly trying, they did not answer my phone calls, which is unacceptable for a quick-service restaurant. Furthermore, even though I chose the ""Drive-Through"" option, they failed to deliver the pizzas to the car, forcing me to go inside.
The food itself was a major disappointment. The taste of both the Chicken Barbecue Pizza and the Double Cheese Margherita were terrible.
Overall, the lack of communication, failure to provide the promised service, and poor food quality make this a location I cannot recommend.",my experience dominos location extremely poor both terms service food quality i placed order through app but order status not updated over hour despite repeatedly trying they did not answer my phone calls which unacceptable quickservice restaurant furthermore even though i chose drivethrough option they failed deliver pizzas car forcing me go inside food itself major disappointment taste both chicken barbecue pizza double cheese margherita were terrible overall lack communication failure provide promised service poor food quality make location i cannot recommend,Negative,82
Domino's Pizza Madurai,surya ram,1,5 months ago,"Message to the Franchise Owner

This is beyond disappointing. I scheduled my order for 1 PM, and by 2 PM it still wasn’t delivered. If this is how your store operates, it’s only a matter of time before customers walk away and this outlet starts losing business.

People don’t tolerate unreliable service — especially not from a brand like Domino’s.
If this continues, your store won’t just get bad reviews… it will eventually shut down from repeated customer loss.",message franchise owner beyond disappointing i scheduled my order pm by pm still wasnt delivered if how your store operates its only matter time before customers walk away outlet starts losing business people dont tolerate unreliable service especially not from brand like dominos if continues your store wont just get bad reviews will eventually shut down from repeated customer loss,Negative,60
Domino's Pizza Madurai,Ahila Devi,3,4 years ago,Awesome pizza. I loved my favourite Indi tantoori panner 🍕 with extra cheese. It was really great with pepsi. Also the chicken boneless wings but got only 4 small pieces. Whatever the taste was good.,awesome pizza i loved my favourite indi tantoori panner extra cheese really great pepsi also chicken boneless wings but got only small pieces whatever taste good,Neutral,26
Domino's Pizza Madurai,palani visalakshi,5,6 months ago,"Ordered volcano pizza, chicken BBQ pizza, videshi pizza,chicken keema pizza ,all tastes awesome.if u are a cheese lover must try volcano pizza.coupon codes are really useful.worth the money . Atmosphere need to improve",ordered volcano pizza chicken bbq pizza videshi pizzachicken keema pizza all tastes awesomeif u cheese lover must try volcano pizzacoupon codes really usefulworth money atmosphere need improve,Positive,27
Domino's Pizza Madurai,Shrija Sanjana,1,3 months ago,Very worst delivery timing. It takes more than 1hr 30mins for the pizzas to be delivered and the pizzas are not even hot. It happens when you order through their website and even through swiggy. Few days ago there were no oregano or chilli flakes given and when asked the delivery person said they dont have enough stock.,very worst delivery timing takes more than hr mins pizzas be delivered pizzas not even hot happens when you order through their website even through swiggy few days ago there were no oregano chilli flakes given when asked delivery person said they dont have enough stock,Negative,46
Domino's Pizza Madurai,CK Vlogs,3,3 years ago,"Nyce place to spend a time if you haven't any work..they made us to wait for more than 30 minutes, personally I don't like.. If you like to experience in any western food style,may be it suits for you.",nyce place spend time if you havent any workthey made us wait more than minutes personally i dont like if you like experience any western food stylemay be suits you,Neutral,30
Domino's Pizza Madurai,Meenambikai Mba,1,7 months ago,"I ordered  valcano cheese pizza, taste wise very worst. I am extremely disappointed for recent order. 2& half hrs delivery delayed. Quality Getting worse these days.",i ordered valcano cheese pizza taste wise very worst i am extremely disappointed recent order half hrs delivery delayed quality getting worse these days,Negative,24
Domino's Pizza Madurai,Srimathy S,1,4 months ago,Kindly dont order in online or dine here.. they won't provide food ontime.. worse place..,kindly dont order online dine here they wont provide food ontime worse place,Negative,13
Domino's Pizza Madurai,Abdullah,4,Edited 4 years ago,Nice and epic one but the taste was okay and it differs time to time sometimes the taste was extraordinary sometimes I can't even complete one single pizza,nice epic one but taste okay differs time time sometimes taste extraordinary sometimes i cant even complete one single pizza,Positive,20
Domino's Pizza Madurai,Sahul Hameedu,1,11 months ago,"Worst service here, very rude manager here not satisfied, they served a old pizza, not a fresh pizza.....",worst service here very rude manager here not satisfied they served old pizza not fresh pizza,Negative,16
Domino's Pizza Madurai,ROSHAN KUMAR,5,Edited 2 years ago,We had Margherita regular and a garlic bread it was very tasty and delicious 😋,we had margherita regular garlic bread very tasty delicious,Positive,9
Domino's Pizza Madurai,Chinthu Gilbert,3,3 months ago,It's ok. I went with my family but they said dine in closed they could have allowed us for 10 min to eat. Poor business strategy.,its ok i went my family but they said dine closed they could have allowed us min eat poor business strategy,Neutral,21
Domino's Pizza Madurai,Sharon Daniel,1,9 months ago,I don’t really understand how you guys work I ordered a combo around 2:14 am online through app says and shows ur location and address till now uh guys are telling it’s delivering  now it’s 3:16 first of all have given wrong no idk why second if the shop is closed by 11pm why accepting the order post 12 I want my money back kindly check your order id #394 if not certain actions will be taken note it once I have complained then you guys are sending then again now the delivery partner is on traffic wow by morning sort it and refund my money,i dont really understand how you guys work i ordered combo around am online through app says shows ur location address till now uh guys telling its delivering now its first all have given wrong no idk why second if shop closed by pm why accepting order post i want my money back kindly check your order id if not certain actions will be taken note once i have complained then you guys sending then again now delivery partner traffic wow by morning sort refund my money,Negative,87
Domino's Pizza Madurai,Meeresh V,1,Edited 3 years ago,"No covid guidelines followed... and thermo check and the way they do ""no contact"" delivery is just for the namesake... at last takeaway takes hell lot of time even if you ordered 1 single veg pizza. They move like sloth... token counter won't work and so their deliver the preferred people first and hence you had to wait..  why then hell they won't give you the token bill.. when I asked they me the number but won't give me the bill. When they come out they call for name and not token. So how will you know what token is served... get educated and follow the simple rules that you have implemented. The token led monitor is switched off all the time. Stupid people won't respond at all if question them. So if you go there, dont expect the typical procedure that is being followed in other dominos store. Anyway there is near by kfc always..",no covid guidelines followed thermo check way they do no contact delivery just namesake last takeaway takes hell lot time even if you ordered single veg pizza they move like sloth token counter wont work so their deliver preferred people first hence you had wait why then hell they wont give you token bill when i asked they me number but wont give me bill when they come out they call name not token so how will you know what token served get educated follow simple rules you have implemented token led monitor switched off all time stupid people wont respond all if question them so if you go there dont expect typical procedure being followed other dominos store anyway there near by kfc always,Negative,125
Domino's Pizza Madurai,karthi karti,1,3 months ago,Worst ever franchise. almost waited for 2 hours for delivery . soon this branch will be closed . pls dont order here .,worst ever franchise almost waited hours delivery soon branch will be closed pls dont order here,Negative,16
Domino's Pizza Madurai,Yugandhar G,3,Edited 3 years ago,"Nice...but be very very careful before ordering Large size pizza. They r not putting normal qty of toppings also.

When complaint raised, thy replied next time inform us while ordering we will take care.

So if u ask then only thy will put toppings properly otherwise thy don't want to maintain quantity for the money thy r charging.

Search nd tell how many paneer pieces r thr in tht pic.Thats a large size indi tandoori pizza (800 INR).

Every were thy put more toppings for large pizza, here in kalavasal it's reverse, we have to ask them to put for normal quantity also.",nicebut be very very careful before ordering large size pizza they r not putting normal qty toppings also when complaint raised thy replied next time inform us while ordering we will take care so if u ask then only thy will put toppings properly otherwise thy dont want maintain quantity money thy r charging search nd tell how many paneer pieces r thr tht picthats large size indi tandoori pizza inr every were thy put more toppings large pizza here kalavasal its reverse we have ask them put normal quantity also,Neutral,91
Domino's Pizza Madurai,Madhu Muthu,1,7 months ago,"Yesterday I have ordered but they didn't deliver coca cola , chilli flakes , oregano
( In Kasu matum vanga theriyudhu nala olunga kuduka Theriyala) very very worst shop I ve ever seen delivery late no proper packing very worst",yesterday i have ordered but they didnt deliver coca cola chilli flakes oregano kasu matum vanga theriyudhu nala olunga kuduka theriyala very very worst shop i ve ever seen delivery late no proper packing very worst,Negative,36
Domino's Pizza Madurai,Ibrahim Moosa,4,5 months ago,"I was ordered a pizza form dominos, I was enjoying to eat every pieces of pizza, It was made by very hygiene and good serving peoples",i ordered pizza form dominos i enjoying eat every pieces pizza made by very hygiene good serving peoples,Positive,18
Domino's Pizza Madurai,Ash,1,3 months ago,No more custom toppings on pizza… and sadly we would see an automated reply here asking me to email them and claiming we are the biggest part of their community… bull..,no more custom toppings pizza sadly we would see automated reply here asking me email them claiming we biggest part their community bull,Negative,23
Domino's Pizza Madurai,praveenkumar ravi01,1,8 months ago,"Waste Domino's I have ever seen.
I have ordered before 1hrs30 mins.
But still they didn't delivered.
I tried to complain but no response.
If you can't answer the phone call pls through the phone away.",waste dominos i have ever seen i have ordered before hrs mins but still they didnt delivered i tried complain but no response if you cant answer phone call pls through phone away,Negative,33
Domino's Pizza Madurai,raja prabhu,1,7 months ago,"the worst service , i wont recommend this domino’s in my life… And they are saying 30 minutes never they made it and in the app they will pause after 9 minutes in the delivery time, really waste.",worst service i wont recommend dominos my life they saying minutes never they made app they will pause after minutes delivery time really waste,Negative,24
Domino's Pizza Madurai,TriUnity,1,10 months ago,"Madurai Bypass road branch. I have made my first order today, order time 1:38PM. After calling the store and reminding them 2 times they dispatched my order. Delivery time 2.36PM.
The outlet is just 1km away from my home.
There was no intimation of delayed delivery or apology neither.
On a smart move the store people haven't updated the delivery status in the app. So it means that order was not delivered as per app. So you can't raise complaint.
So Domino's 30mins guarantee delivery is fake.",madurai bypass road branch i have made my first order today order time pm after calling store reminding them times they dispatched my order delivery time pm outlet just km away from my home there no intimation delayed delivery apology neither smart move store people havent updated delivery status app so means order not delivered as per app so you cant raise complaint so dominos mins guarantee delivery fake,Negative,69
Domino's Pizza Madurai,prasanna kumar,4,Edited 2 years ago,"Everything was good.. only one issue, they are not allowing pizza to be converted into meal, even though it's displayed in their menu. They said it can be done only for online orders, then what's the point of displaying it on screen...",everything good only one issue they not allowing pizza be converted into meal even though its displayed their menu they said can be done only online orders then whats point displaying screen,Positive,32
Domino's Pizza Madurai,S.vignesh Waran,1,7 months ago,"Worst service don't place order online , they took 2hours + to deliver their product, I'm extremely disappointed",worst service dont place order online they took hours deliver their product im extremely disappointed,Negative,15
Domino's Pizza Madurai,Parveen banu,1,4 months ago,The order was so delayed and we received it after an hour of order and the food got so dry.,order so delayed we received after hour order food got so dry,Negative,12
Domino's Pizza Madurai,राजस्थान संस्कृति भारतवर्ष,5,9 months ago,"have tried many pizza places in the area but none compare to the quality and taste of New York Pizza and Pasta. The pizza was cooked to perfection and the toppings were fresh and flavorful. The pasta dishes were also delicious. Highly recommend!
Brian K
I recently tried New York Pizza and Pasta and was blown away by the quality of the food. The pizza crust was crispy and the toppings were fresh and flavorful. The pasta dishes were also delicious. I will definitely be back!

I was craving some authentic New York-style pizza and I found it at New York Pizza and Pasta. The pizza was cooked to perfection and the toppings were delicious. I also tried the spaghetti and meatballs and it was amazing. Highly recommend!
Jon Raji
The best pizza I have ever had! The crust is thin and crispy, and the toppings are always fresh and flavorful. I especially love the pepperoni and mushroom pizza. The staff is also very friendly and accommodating.
Jena P
I have been a regular customer of New York Pizza and Pasta for years and I have never been disappointed. The pizza is always fresh and delicious, and the pasta dishes are equally as satisfying. Highly recommend!
Alex H
If you like thin crust traditional New York style pizza, then you're gonna love this place! Crust is perfect, (we always ask for well done), and sauce is good and not too heavy. You always know you're going to get a good pizza when you order from these guys.
Rocklin
Love this spot! I used to live in NJ/NY and NY pizza is the best pizza hands down. Since I've moved back to CA, i don't see pizza the same anymore. So long I've yearned for NY pizza, then a family member recommended this place and I cannot stop raving about it! Their pizza is soooooo great! Thin crust, not too much sauce or dough period. Toppings are fresh and they even have the option of take-n-bakes! Prices are so fair compared to the franchised pizza out there. I seriously want this spot to be tried by everyone BUT at the same time, selfishly, i want it all to myself. I don't live in the same area as this pizza place, but i make excuses and go out of my way just to pick up a couple pies. At least I have a little NY in Cali .
Kris L
reviewed New York Pizza & Pasta — 5 star
February 19 ·
Great little place to eat. Food is delicious. The young counter girl was very nice and attentitive. Will definitely be going back.
Larry Wightman
My husband has been trying to get me here for months. It is awesome he loves the Philly cheese steak !! We got that and a slice of pizza and split it down the middle. It was amazing and soo much food we had left overs. However we must not have had enough, we live in Oakland but are headed back right now to introduce my son to some of this deliciousness.
mamma garcia
Five stars for driving to Martinez when there are some other joints way closer but wont drive a extra 50 feet for delivery. 5 STARS FOR THE Pizza they are alway good never smothered in sauce A+ for that food is always hot. Now when it comes to customer service only 2 stars i ordered the half baked BBQ Chicken well not what i ordered no bbq so called jusf to make sure i didn't order it wrong nope i ordered bbq so instead of saying hey sorry let me take a couple bucks off your next order you want to bring me BBq sause. No thanks note to self stick to the pizza or calzone awesome. Roast the bbq sause on the chicken just saying and not being a ass but the English is rought hard to understand just a fyi",have tried many pizza places area but none compare quality taste new york pizza pasta pizza cooked perfection toppings were fresh flavorful pasta dishes were also delicious highly recommend brian k i recently tried new york pizza pasta blown away by quality food pizza crust crispy toppings were fresh flavorful pasta dishes were also delicious i will definitely be back i craving some authentic new yorkstyle pizza i found new york pizza pasta pizza cooked perfection toppings were delicious i also tried spaghetti meatballs amazing highly recommend jon raji best pizza i have ever had crust thin crispy toppings always fresh flavorful i especially love pepperoni mushroom pizza staff also very friendly accommodating jena p i have been regular customer new york pizza pasta years i have never been disappointed pizza always fresh delicious pasta dishes equally as satisfying highly recommend alex h if you like thin crust traditional new york style pizza then youre gonna love place crust perfect we always ask well done sauce good not too heavy you always know youre going get good pizza when you order from these guys rocklin love spot i used live njny ny pizza best pizza hands down since ive moved back ca i dont see pizza same anymore so long ive yearned ny pizza then family member recommended place i cannot stop raving about their pizza soooooo great thin crust not too much sauce dough period toppings fresh they even have option takenbakes prices so fair compared franchised pizza out there i seriously want spot be tried by everyone but same time selfishly i want all myself i dont live same area as pizza place but i make excuses go out my way just pick up couple pies least i have little ny cali kris l reviewed new york pizza pasta star february great little place eat food delicious young counter girl very nice attentitive will definitely be going back larry wightman my husband has been trying get me here months awesome he loves philly cheese steak we got slice pizza split down middle amazing soo much food we had left overs however we must not have had enough we live oakland but headed back right now introduce my son some deliciousness mamma garcia five stars driving martinez when there some other joints way closer but wont drive extra feet delivery stars pizza they alway good never smothered sauce food always hot now when comes customer service only stars i ordered half baked bbq chicken well not what i ordered no bbq so called jusf make sure i didnt order wrong nope i ordered bbq so instead saying hey sorry let me take couple bucks off your next order you want bring me bbq sause no thanks note self stick pizza calzone awesome roast bbq sause chicken just saying not being ass but english rought hard understand just fyi,Positive,479
Domino's Pizza Madurai,sabari vasagan,3,4 years ago,Loving to eat Domino's Pizza compared with other. But I felt bad compare with Kodaikanal Domino's Pizza. It's is more cheesy compared with madurai. Lots of difference in Madurai and Kodaikanal Domino's shop. So that I gave 3star rating,loving eat dominos pizza compared other but i felt bad compare kodaikanal dominos pizza its more cheesy compared madurai lots difference madurai kodaikanal dominos shop so i gave star rating,Neutral,30
Domino's Pizza Madurai,N Solaiyammal,5,4 years ago,Nice place to chill out..eat pizza...I liked taste thr...we enjoyed..reasonable price..we went kalavasal branch at madurai..nice view ...can see vehicle or ppl...because thy placed chairs to see.. opposite to road..must try,nice place chill outeat pizzai liked taste thrwe enjoyedreasonable pricewe went kalavasal branch madurainice view can see vehicle pplbecause thy placed chairs see opposite roadmust try,Positive,26
Domino's Pizza Madurai,Ashish Kumar,4,2 years ago,Recently I tried the videshi hot sause pizza and it was awesome. I vibe here is good for both friends and family.,recently i tried videshi hot sause pizza awesome i vibe here good both friends family,Positive,15
Domino's Pizza Madurai,Anusha Chandrasekaran,1,a year ago,"I recently visited Domino's pizza bypass road.
Here is my honest review.

1. The cooking place was maintained unclean.
2. It has only one washroom where everyone needs to wash their hand inside and it was stinking horribly.
3. The pizza was delivered fast but the vegetables was cut in a very bad random manner.
4. They did not have pizza mania and casually said we are not taking those orders, which realized they where ready to take only pizza above 200rs.
5.Just decided we are not going to visit this place again.",i recently visited dominos pizza bypass road here my honest review cooking place maintained unclean has only one washroom where everyone needs wash their hand inside stinking horribly pizza delivered fast but vegetables cut very bad random manner they did not have pizza mania casually said we not taking those orders which realized they where ready take only pizza above rs just decided we not going visit place again,Negative,69
Domino's Pizza Madurai,akilan m,1,10 months ago,Very bad that they were billed including cool drinks but didn't be supplied. If I call customer care only hindi teleprompter speaking. Wast of money 😧,very bad they were billed including cool drinks but didnt be supplied if i call customer care only hindi teleprompter speaking wast money,Negative,23
Domino's Pizza Madurai,Jey Prakash (MJR),4,7 years ago,Good place to have fun while eating pizza and quiet nice designed interiors which partitioned for regular customers to celebrate special occasions like birthday and  all other events.,good place have fun while eating pizza quiet nice designed interiors which partitioned regular customers celebrate special occasions like birthday all other events,Positive,23
Domino's Pizza Madurai,Naveen,1,7 months ago,"I have ordered mini garlic cheesiken rice ,in this they forgeten to put the rice,they only added chiken and onion,very very worst experience.",i have ordered mini garlic cheesiken rice they forgeten put ricethey only added chiken onionvery very worst experience,Negative,18
Domino's Pizza Madurai,Haritha Thirumalai,1,a year ago,"The delivery services are poorly coordinated. It took almost an hours and half to deliver to a location 2km away from dominos. The packaging was broken and the pizzas were stale and cold with little toppings. A few sides were missing . When we contacted the store regarding this , we were given a proper response .",delivery services poorly coordinated took almost hours half deliver location km away from dominos packaging broken pizzas were stale cold little toppings few sides were missing when we contacted store regarding we were given proper response,Negative,36
Domino's Pizza Madurai,Sivaprakash Suresh,4,7 years ago,"Quite busy restaurant service level 👌👍 &
👷Dining is bad those tables are shaking we didn't have a pleasant dining😏 rest everything is super 😎😎",quite busy restaurant service level dining bad those tables shaking we didnt have pleasant dining rest everything super,Positive,18
Domino's Pizza Madurai,sundara varadhan,1,a year ago,"They are assuring 30 mins of delivery time. Bt every single time when i order. It'll take 1.5 - 2 hrs for delivery, even though the location is nearest to the shop. Is that fair 😡. Imagine a man with hunger order food believing that it'll be delivered in 30 mins. But it's upto 2 hrs😡😡. It's been months. Over more than 10 times consecutively. Gonna take statuary action against dominos 😡",they assuring mins delivery time bt every single time when i order itll take hrs delivery even though location nearest shop fair imagine man hunger order food believing itll be delivered mins but its upto hrs its been months over more than times consecutively gonna take statuary action against dominos,Negative,50
Domino's Pizza Madurai,Swathi Priya G ms24a083,1,a year ago,"ordered cheeseburst barely any cheese is found doing no justice for the name.no seasoning was provided stating the shortage of oregano in the outlet.what kind of explanation is this? how are we supposed to eat this dry bread after taking their sweet time to deliver even after placing a scheduled delivery? The irresponsible reply from the store for questioning this, they cut the call and switched off their phone. Yhey are not even ready to hear out the concern.Worst customer support and response for such a franchise. And this is not the first time we are facing this.",ordered cheeseburst barely any cheese found doing no justice nameno seasoning provided stating shortage oregano outletwhat kind explanation how we supposed eat dry bread after taking their sweet time deliver even after placing scheduled delivery irresponsible reply from store questioning they cut call switched off their phone yhey not even ready hear out concernworst customer support response such franchise not first time we facing,Negative,64
Domino's Pizza Madurai,Dr Balasubramanian Subburaj,1,3 months ago,"Pathetic place
No hygiene at all
Never visit",pathetic place no hygiene all never visit,Negative,7
